"Company";"TypeName";"Inches";"Resolution_Width";"Resolution_Height";"Touchscreen_or_Not";"CPU_Brand";"CPU_Name";"CPU_Speed(in GHz)";"Ram";"Memory_Type";"Primary_Memory";"Secondary_Memory";"Gpu_Brand";"Weight";"Price";"OpSys_Standardized"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.9;103843;"Windows"
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.5;2;"SSD";32;0;"Intel";1.3;9271;"Others"
"Acer";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";3.3;31861;"Windows"
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.8;28718;"N/A"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";2.6;67772;"Windows"
"Acer";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";1.3;8;"SSD";256;0;"Intel";1.2;61219;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";2.3;81465;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";2.2;78647;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";2.7;6;"HDD";1024;0;"AMD";2.1;28185;"Windows"
"Dell";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";1.26;91288;"Windows"
"Dell";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";2.08;27120;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";2.65;16464;"Windows"
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.29;78695;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";2.18;27805;"Linux"
"Lenovo";"Gaming";15.6;1920;1080;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";2.6;54825;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.2;61219;"Windows"
"Lenovo";"Netbook";12.5;1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.3;87912;"Windows"
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";1.95;186427;"Windows"
"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Intel";2.3;24989;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.7;85141;"Windows"
"Apple";"Ultrabook";11.6;1366;768;0;"Intel";"Core i5";1.6;4;"Flash Storage";256;0;"Intel";1.08;51096;"Others"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";2.1;25468;"Windows"
"HP";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.54;117120;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";2.24;39267;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";2.3;62284;"Windows"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.4;79867;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";2.2;31839;"Windows"
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.45;68198;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.4;19277;"Linux"
"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";2.77;95851;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";1.54;58607;"Windows"
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";1.6;46620;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";2.34;123876;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.3;30529;"N/A"
"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";1.24;96597;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";2.2;17263;"Linux"
"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 9220";2.5;4;"HDD";500;0;"AMD";1.86;21259;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.3;6;"SSD";128;0;"Nvidia";2.4;30316;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.9;57116;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";2.2;23656;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";2.0;18062;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";4.0;101232;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.29;26107;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"";1024;0;"AMD";2.32;47686;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";2.4;65481;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.8;44383;"Windows"
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";1.2;38841;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";2.3;24456;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.4;15398;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";2.2;20193;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";2.6;47899;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"";1024;0;"AMD";2.04;29303;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.3;42943;"Linux"
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";1.17;11136;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";2.2;38379;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";1.8;33993;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.3;79867;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";1.5;12201;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";2.19;40706;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.2;19660;"Windows"
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";1.2;38841;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";2.3;24456;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.4;15398;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";2.2;20193;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";2.6;47899;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"";1024;0;"AMD";2.04;29303;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.3;42943;"Linux"
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";1.17;11136;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";2.2;38379;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";1.8;33993;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.3;79867;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";1.5;12201;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";2.19;40706;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.2;19660;"Windows"
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";1.2;38841;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";2.3;24456;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.4;15398;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";2.2;20193;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";2.6;47899;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"";1024;0;"AMD";2.04;29303;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.3;42943;"Linux"
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";1.17;11136;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";2.2;38379;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";1.8;33993;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.3;79867;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";1.5;12201;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";2.19;40706;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.2;19660;"Windows"
